Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0380,Other,20,MCA,6.76,2,4,5.7,Never,Yes,96.31,Moderate,5.2,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0381,Female,18,B.Tech CSE,7.95,3,3,5.8,Few times a week,No,98.08,Moderate,1.7,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0382,Other,21,B.Tech IT,8.1,5,1,5.7,Few times a week,No,59.47,High,-1.5,Yes,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0383,Male,24,MCA,6.59,5,3,5.5,Never,No,83.82,Low,3.8,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0384,Female,19,B.Tech IT,6.25,1,4,7.4,Few times a week,No,54.61,Low,0.4,Yes,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0385,Other,20,BCA,8.15,4,3,7.3,Rarely,No,86.48,Moderate,1.7,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0386,Female,23,BCA,6.47,1,4,7.4,Rarely,Yes,67.36,High,2.2,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0387,Other,23,BCA,6.11,5,5,6.5,Few times a week,Yes,84.05,High,0.9,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0388,Female,20,B.Tech CSE,6.32,2,1,6.3,Never,No,68.64,High,2.3,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0389,Male,21,BCA,6.46,2,5,6.3,Daily,No,57.28,Moderate,0.9,No,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0390,Male,21,MCA,7.86,1,2,7.5,Never,Yes,70.31,High,3.2,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0391,Female,22,B.Tech IT,7.52,5,3,4.7,Daily,No,55.63,High,1.2,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0392,Other,23,B.Tech AI,7.72,2,2,6,Never,Yes,78.84,High,3,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0393,Male,22,MCA,7.42,5,3,5.6,Few times a week,Yes,52.05,Low,4.7,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0394,Male,23,MCA,6.41,2,5,7.9,Rarely,Yes,76.37,Moderate,4.2,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0395,Male,24,BCA,7.7,5,4,6,Never,Yes,94.32,Low,2.9,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0396,Female,24,B.Tech CSE,8.18,3,4,4.9,Daily,No,91.89,Low,1.5,No,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0397,Female,19,B.Tech IT,7.58,5,3,6.7,Rarely,No,94.14,Moderate,3.2,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0398,Other,24,B.Tech CSE,7.45,5,4,6.1,Daily,Yes,96.1,Low,2,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0399,Other,19,B.Tech IT,6.23,1,5,5.9,Few times a week,No,55.23,High,3.3,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0400,Other,24,B.Tech IT,7.21,3,4,5.8,Rarely,No,56.44,High,0.4,No,5,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0401,Female,18,B.Tech CSE,6.18,4,5,5.8,Daily,No,77.85,High,4.2,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0402,Female,24,MCA,6.98,1,2,7.2,Never,No,94.7,High,3,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0403,Other,22,B.Tech IT,5.36,4,5,6.7,Few times a week,Yes,98.72,Moderate,6.3,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0404,Other,20,B.Tech CSE,5.37,2,1,6.3,Few times a week,No,52.31,Low,5,Yes,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0405,Female,22,B.Tech IT,6.81,4,1,5.4,Few times a week,Yes,67.79,Low,3.8,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0406,Other,20,B.Tech AI,6.45,5,1,6.3,Never,Yes,60.64,High,2.8,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0407,Male,21,MCA,7.11,4,3,6.8,Never,No,87.8,High,1.9,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0408,Female,22,BCA,6.87,1,3,6.8,Rarely,Yes,82.01,Low,4.4,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0409,Other,21,B.Tech IT,7.03,1,3,6.7,Never,No,55.99,Moderate,2.7,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0410,Female,19,B.Tech AI,7.61,4,5,5.6,Rarely,No,74.18,Low,4.8,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0411,Male,19,BCA,6.54,1,3,4.1,Few times a week,Yes,84.27,High,3.6,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0412,Female,18,BCA,6.78,1,2,8.3,Rarely,No,88.95,High,3.6,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0413,Female,24,B.Tech IT,8.46,4,1,5.2,Daily,Yes,51,Moderate,3.9,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0414,Female,22,B.Tech CSE,7,3,5,4.5,Few times a week,Yes,94.52,Low,1.6,Yes,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0415,Female,21,B.Tech IT,6.82,3,1,6.6,Few times a week,No,78.46,Moderate,1.5,No,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0416,Male,20,B.Tech AI,7.08,2,3,4.8,Rarely,No,90.6,Moderate,1.4,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0417,Female,19,BCA,6.84,1,5,5.7,Few times a week,No,90.4,High,4.6,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0418,Female,24,B.Tech IT,6.29,4,4,7,Never,Yes,59.49,Low,1.6,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0419,Other,19,B.Tech CSE,6,1,2,8.3,Daily,No,55.51,High,1.8,Yes,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0420,Female,20,B.Tech IT,6.24,5,3,6.9,Rarely,Yes,86.06,Low,3.8,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0421,Other,24,MCA,7.87,1,3,6.1,Rarely,Yes,57.82,High,2.6,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0422,Male,24,B.Tech CSE,6.37,1,2,6.4,Few times a week,No,92.5,High,2.4,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0423,Male,21,B.Tech AI,6.85,3,2,4.7,Never,No,86.31,Low,2.3,Yes,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0424,Male,21,BCA,7.7,4,4,6,Few times a week,No,92.09,Low,-0.5,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0425,Male,22,B.Tech IT,6.72,1,3,6.1,Few times a week,Yes,64.95,High,1.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0426,Other,22,B.Tech CSE,7.63,3,3,6.7,Rarely,No,65.83,Low,4.8,No,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0427,Female,23,MCA,5.46,2,1,8.4,Few times a week,Yes,83.56,High,2.2,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0428,Male,23,B.Tech CSE,6.87,3,5,4.6,Daily,No,51.57,Low,0.1,No,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0429,Female,18,MCA,7.08,3,5,6.1,Few times a week,No,86.32,High,1.5,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0430,Other,19,B.Tech AI,7.02,3,1,4.7,Few times a week,Yes,91.79,High,3.5,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0431,Other,22,BCA,5.35,1,5,6,Rarely,Yes,70.76,High,3.5,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0432,Other,21,B.Tech AI,8.2,1,2,5.6,Few times a week,No,88.24,Moderate,2.6,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0433,Male,20,B.Tech IT,6.15,2,5,5,Never,No,58.73,Low,2,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0434,Female,21,B.Tech CSE,7.34,5,5,7.4,Rarely,No,66.11,High,0.9,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0435,Female,19,MCA,7.01,5,1,6.8,Few times a week,No,98.72,Moderate,3.6,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0436,Female,23,MCA,8,5,4,7.3,Daily,No,99.32,High,4.3,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0437,Other,21,B.Tech CSE,9.19,2,5,6,Daily,Yes,75.63,Moderate,4.9,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0438,Male,18,B.Tech CSE,5.71,5,5,6.4,Rarely,Yes,96.71,High,1.3,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0439,Other,19,B.Tech IT,6.35,5,4,8.1,Rarely,Yes,76.14,High,5,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0440,Other,23,B.Tech AI,7.19,3,1,6.5,Few times a week,Yes,64.58,Moderate,2.9,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0441,Female,20,MCA,5.89,1,4,7.3,Never,No,63.34,Moderate,3,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0442,Other,23,B.Tech IT,7.78,1,1,5.9,Few times a week,Yes,96.48,Low,4.3,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0443,Female,24,B.Tech AI,7.84,3,2,7.2,Daily,Yes,58.62,Low,2.2,No,1,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0444,Male,18,B.Tech IT,7.56,3,1,6,Never,Yes,78.98,Moderate,-0.2,No,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0445,Female,19,MCA,7.24,3,2,4.6,Never,No,77.78,Low,4.1,No,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0446,Male,20,B.Tech CSE,8.37,1,2,6.5,Never,Yes,86.98,Moderate,3.5,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0447,Female,18,B.Tech CSE,5.84,5,1,6,Few times a week,No,74.96,Low,2.5,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0448,Other,23,B.Tech AI,7.07,3,3,4.9,Daily,Yes,63.61,High,3.9,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0449,Other,18,BCA,6.26,2,1,6.7,Rarely,No,58.47,Low,4.2,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0450,Male,19,B.Tech AI,7.89,3,5,5.6,Few times a week,Yes,81.04,High,0.7,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0451,Male,22,BCA,5.17,4,5,9.6,Rarely,No,85.95,High,3,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0452,Male,18,B.Tech IT,6.97,3,3,5,Never,Yes,78.48,Low,-0.4,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0453,Female,24,B.Tech IT,7.34,1,2,5.3,Never,No,86.92,Moderate,2.8,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0454,Female,18,MCA,6.05,3,3,7.4,Few times a week,No,57.08,High,2.4,Yes,2,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0455,Male,23,BCA,6.37,4,5,6.4,Daily,Yes,94.12,High,3.7,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0456,Other,23,MCA,7.02,2,3,7.3,Never,No,79.12,Low,1.4,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0457,Female,20,B.Tech CSE,7.96,5,1,6.9,Rarely,No,56.34,Moderate,2.4,Yes,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
