Student_ID,Age,Gender,Academic_Performance,AI_Exposure_Level,EI_Score,Preferred_AI_Feature,Satisfaction_With_AI_Interaction,Emotion_Recognition_By_AI_Accuracy (%),Willingness_To_Use_EI_Aware_AI_Tools,Simulated_Response,Sentiment,HERA_Recommendation
S1982,25,Male,5.47,Low,94,Feedback System,2,56.59,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1983,28,Female,9.55,High,93,Feedback System,1,94.35,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1984,26,Male,8.35,High,57,Chatbot,2,63.75,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1985,18,Other,9.15,Medium,95,Emotional Support Bot,3,61.18,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1986,17,Female,9.39,Low,62,TutorBot,2,92.85,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1987,26,Female,7.86,Medium,50,Emotional Support Bot,2,90.86,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1988,29,Male,7.59,High,60,TutorBot,2,72.42,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1989,27,Male,7.15,High,83,Emotional Support Bot,4,74.46,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1990,25,Female,6.58,Medium,44,Chatbot,3,60.89,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1991,26,Other,7.17,High,62,TutorBot,2,53.92,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1992,25,Male,8.87,Medium,80,TutorBot,2,78.67,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1993,25,Male,8.01,Low,98,TutorBot,2,54.92,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1994,22,Male,9.46,Medium,64,Feedback System,1,72.46,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1995,24,Female,7.22,Low,80,Feedback System,4,97.02,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1996,27,Female,8.04,Low,93,Emotional Support Bot,1,97.64,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1997,29,Female,8.16,High,49,Chatbot,4,61.97,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1998,17,Female,7.96,High,61,Feedback System,2,81.21,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1999,26,Other,8.51,High,58,TutorBot,3,73.7,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
